movimentacao_id,numero_processo,data_movimentacao,tipo_ato,advogado_responsavel,descricao,prazo_gerado,concluido
1743,8714773-70.2022.9.65.8541,2022-08-30,embargos de declaração,Dra. Fontes,documentos pendentes de entrega pelo cliente,,N
1744,9252661-70.2020.1.46.1185,09/04/26,contestação,Dr. Melo,documentos pendentes de entrega pelo cliente,,S
1745,8630644-97.2025.3.28.1296,11/02/2026,despacho,Dra Fontes,prazo para recurso: 22 dias úteis a contar da intimação,,0
1746,7245951-43.2021.4.11.7623,26 de junho de 2021,agravo regimental,Dr. Barros,Prazo fatal: 2026-11-02,12/03/2026,
1747,5638123-23.2024.7.30.5009,20/12/25,agravo regimental,Dra Fontes,documentos pendentes de entrega pelo cliente,24/09/26,sim
1748,9822459-92.2024.8.17.6403,01/10/2022,réplica,Dra. Cavalcante,documentos pendentes de entrega pelo cliente,,sim
1749,2842764-33.2025.7.99.7279,15/01/21,memoriais,Dra Fontes,,,não
1750,6260319-38.2024.8.96.1114,2024-02-11,intimação,Dra. Fontes,documentos pendentes de entrega pelo cliente,14/06/2026,não
1751,9992831-61.2022.4.35.1469,26/03/20,acordo extrajudicial,dr. melo,audiência marcada para 10/04/26,,
1752,1664676-19.2021.8.64.4616,2021-06-27,agravo regimental,Dr. Barros,diligência externa necessária,,não
1753,4084503-92.2025.8.90.5515,27/09/2025,citação,dr. melo,juntada de documentos realizada,,não
1754,5074974-98.2023.8.21.9881,5 de fevereiro de 2025,acordo extrajudicial,Dra. Fontes,prazo para recurso: 14 dias úteis a contar da intimação,16 de agosto de 2026,0
1755,4568537-97.2021.4.82.7633,11/06/2025,intimação,DRA. CAVALCANTE,aguardando manifestação da parte contrária,,sim
1756,9168044-67.2022.1.26.3054,6 de outubro de 2020,recurso de apelação,Dra Fontes,juntada de documentos realizada,,1
1757,9086174-80.2025.1.81.3292,25/06/21,contestação,Dra Fontes,documentos pendentes de entrega pelo cliente,,0
1758,8986773-71.2022.6.45.5854,2024-07-08,laudo pericial,Dra Fontes,audiência marcada para 22/04/2026,04/06/2026,não
1759,2461262-96.2021.6.48.1315,14/10/25,petição inicial,Dra Fontes,documentos pendentes de entrega pelo cliente,,não
1760,5472823-70.2022.4.41.7624,10/10/19,recurso de apelação,Dr. Melo,audiência marcada para 25 de junho de 2026,,N
1761,6425355-10.2021.6.53.2041,05/07/2024,despacho,Dra. Fontes,documentos pendentes de entrega pelo cliente,,0
1762,3260101-88.2022.8.37.9169,23 de janeiro de 2025,despacho,Dra. Cavalcante,juntada de documentos realizada,2026-07-26,não
1763,2316290-44.2022.7.34.5190,5 de dezembro de 2024,laudo pericial,Dr. Barros,juntada de documentos realizada,9 de agosto de 2026,não
1764,6686912-30.2025.4.68.7078,28/10/2020,audiência de instrução,Dr. Barros,diligência externa necessária,24/09/2026,sim
1765,8381610-96.2020.6.26.2533,2024-02-11,habilitação,dr. melo,prazo para recurso: 9 dias úteis a contar da intimação,,0
1766,9686751-57.2022.7.62.3494,2023-10-21,agravo regimental,Dra. Cavalcante,juntada de documentos realizada,,sim
1767,8843195-99.2024.6.39.2836,2 de janeiro de 2024,sentença,Dra Fontes,documentos pendentes de entrega pelo cliente,23 de julho de 2026,S
1768,1237577-83.2022.8.91.4649,2022-03-23,embargos de declaração,dr. melo,Prazo fatal: 24/08/2026,,
1769,4681694-71.2021.9.28.7350,06/01/2025,laudo pericial,dr. melo,audiência marcada para 01/04/2026,,
1770,5703772-88.2020.8.34.6114,23/06/21,acordo extrajudicial,DRA. CAVALCANTE,prazo para recurso: 5 dias úteis a contar da intimação,,S
1771,4092125-65.2025.3.26.9073,17/04/23,contestação,Dra Fontes,juntada de documentos realizada,31 de agosto de 2026,N
1772,1346701-74.2024.1.65.8985,11 de novembro de 2025,petição inicial,Dra Fontes,Prazo fatal: 28/12/2026,21 de maio de 2026,não
1773,5422047-80.2024.8.62.4364,2020-02-10,memoriais,Dr. Barros,prazo para recurso: 27 dias úteis a contar da intimação,30/07/2026,não
1774,9214397-26.2023.4.18.6844,2023-11-26,memoriais,DRA. CAVALCANTE,aguardando manifestação da parte contrária,31 de julho de 2026,0
1775,6038940-61.2024.4.64.6408,06/07/2024,acordo extrajudicial,Dr. Barros,documentos pendentes de entrega pelo cliente,,sim
1776,5853247-29.2020.7.62.8870,18/11/24,intimação,DRA. CAVALCANTE,Prazo fatal: 01/04/2026,,não
1777,7813974-60.2021.1.81.1542,09/07/20,recurso de apelação,dr. melo,,,1
1778,1273300-90.2024.2.80.7378,2025-01-08,intimação,dr. melo,aguardando manifestação da parte contrária,,N
1779,6254488-31.2024.9.48.3216,29 de dezembro de 2025,contestação,dr. melo,audiência marcada para 19/10/2026,,0
1780,5316105-58.2020.3.22.3571,19/07/20,audiência de instrução,Dr. Melo,,,sim
1781,1714231-74.2025.9.71.1697,2023-05-05,recurso de apelação,DRA. CAVALCANTE,audiência marcada para 2026-12-26,,N
1782,9824532-76.2023.6.37.2040,20 de agosto de 2021,recurso de apelação,Dra. Fontes,audiência marcada para 2026-06-10,,N
1783,4384627-80.2021.2.13.1061,2021-04-11,agravo regimental,DRA. CAVALCANTE,audiência marcada para 01/09/26,,0
1784,7553290-31.2023.9.36.9282,24/01/25,contestação,Dr. Barros,prazo para recurso: 30 dias úteis a contar da intimação,08/07/26,não
1785,9992831-61.2022.4.35.1469,2024-10-26,embargos de declaração,Dra Fontes,diligência externa necessária,2026-02-13,sim
1786,5401874-62.2025.2.46.8337,13/12/20,réplica,Dra. Fontes,documentos pendentes de entrega pelo cliente,,S
1787,6038940-61.2024.4.64.6408,29 de abril de 2023,despacho,Dr. Barros,documentos pendentes de entrega pelo cliente,25/03/26,S
1788,7136189-41.2024.2.60.1768,16/04/26,agravo regimental,Dra Fontes,documentos pendentes de entrega pelo cliente,,N
1789,7687292-20.2021.4.85.7539,2020-04-06,intimação,Dra. Fontes,diligência externa necessária,,S
1790,1742202-63.2023.6.68.9372,2021-04-29,embargos de declaração,dr. melo,prazo para recurso: 18 dias úteis a contar da intimação,05/06/2026,sim
1791,8381610-96.2020.6.26.2533,02/07/2025,acordo extrajudicial,Dr. Barros,aguardando manifestação da parte contrária,,0
1792,1346701-74.2024.1.65.8985,17/10/2023,despacho,Dra. Fontes,prazo para recurso: 13 dias úteis a contar da intimação,05/11/2026,N
1793,8415891-60.2021.6.92.5554,12 de setembro de 2023,intimação,Dra. Cavalcante,aguardando manifestação da parte contrária,,1
1794,6053412-12.2021.6.72.8346,2023-02-21,agravo regimental,Dra. Cavalcante,documentos pendentes de entrega pelo cliente,,1
1795,5401874-62.2025.2.46.8337,24 de março de 2025,audiência de instrução,Dr. Barros,,12/08/26,N
1796,5786762-52.2021.9.21.3037,2026-03-25,recurso de apelação,Dr. Barros,aguardando manifestação da parte contrária,,0
1797,2316290-44.2022.7.34.5190,18/08/2020,sentença,dr. melo,diligência externa necessária,,N
1798,7438163-48.2021.3.47.1186,02/06/2021,agravo regimental,Dr. Barros,diligência externa necessária,,
1799,4065326-72.2025.8.58.5304,2021-03-10,réplica,DRA. CAVALCANTE,aguardando manifestação da parte contrária,,S
1800,8125196-18.2023.1.53.1215,15/07/2021,petição inicial,Dra. Fontes,,28/09/2026,S
1801,3576390-15.2021.2.82.8209,2026-03-03,embargos de declaração,dr. melo,aguardando manifestação da parte contrária,2026-08-13,
1802,5035093-45.2021.1.27.3097,1 de fevereiro de 2021,intimação,dr. melo,,,sim
1803,9573194-21.2022.1.35.8352,25 de fevereiro de 2025,acordo extrajudicial,Dr. Barros,,,S
1804,7274275-74.2020.1.22.9780,05/02/23,petição inicial,Dr. Melo,diligência externa necessária,,N
1805,9666878-83.2023.6.29.9905,27 de abril de 2020,réplica,dr. melo,documentos pendentes de entrega pelo cliente,30/08/2026,não
1806,3054975-46.2023.4.85.5879,2024-02-26,habilitação,Dra. Cavalcante,documentos pendentes de entrega pelo cliente,06/12/2026,sim
1807,5700249-43.2020.5.57.9341,19 de julho de 2024,petição inicial,Dr. Barros,,,não
1808,8678370-92.2025.7.35.9962,14/12/2025,contestação,DRA. CAVALCANTE,,25/05/26,0
1809,1237577-83.2022.8.91.4649,2021-01-19,intimação,Dra. Cavalcante,diligência externa necessária,13 de novembro de 2026,sim
1810,2236315-26.2022.5.82.8939,2022-10-05,despacho,Dr. Barros,diligência externa necessária,,0
1811,9774395-92.2023.2.75.3192,2025-11-01,laudo pericial,dr. melo,,,1
1812,9060164-41.2020.5.36.2381,2023-04-09,memoriais,Dra Fontes,juntada de documentos realizada,2026-11-21,não
1813,4299848-20.2023.2.47.7396,12/10/24,despacho,dr. melo,Prazo fatal: 16/11/26,,1
1814,6053412-12.2021.6.72.8346,22/06/24,contestação,Dra Fontes,Prazo fatal: 15/12/2026,,S
1815,6935346-77.2024.3.52.9529,03/04/2021,acordo extrajudicial,Dra. Cavalcante,diligência externa necessária,21/09/2026,
1816,6011987-71.2020.8.10.4396,23/01/2019,sentença,Dr. Barros,diligência externa necessária,17/08/26,S
1817,2824928-33.2020.1.90.6467,2 de novembro de 2020,audiência de instrução,Dra. Cavalcante,aguardando manifestação da parte contrária,,
1818,6003915-30.2025.6.37.7681,25 de janeiro de 2026,embargos de declaração,dr. melo,aguardando manifestação da parte contrária,,0
1819,8816646-78.2020.7.70.9224,7 de setembro de 2024,petição inicial,Dr. Barros,diligência externa necessária,25 de maio de 2026,1
1820,9810112-12.2021.1.97.8847,17/04/2026,recurso de apelação,Dra. Cavalcante,aguardando manifestação da parte contrária,,0
1821,8183950-10.2021.5.84.9388,11 de janeiro de 2019,recurso de apelação,DRA. CAVALCANTE,documentos pendentes de entrega pelo cliente,27 de abril de 2026,
1822,8415891-60.2021.6.92.5554,13/01/2021,réplica,Dr. Barros,diligência externa necessária,30/03/26,
1823,3679963-72.2020.9.29.7859,18/01/2020,despacho,Dr. Barros,juntada de documentos realizada,21/12/2026,
1824,9953454-93.2020.2.52.5723,28/03/2024,contestação,Dr. Melo,documentos pendentes de entrega pelo cliente,27/05/2026,
1825,6160516-66.2024.5.17.7150,12 de julho de 2020,memoriais,Dr. Melo,juntada de documentos realizada,,
1826,5700249-43.2020.5.57.9341,2022-10-23,acordo extrajudicial,Dr. Barros,diligência externa necessária,,não
1827,3734843-61.2021.3.94.2954,12/01/2024,acordo extrajudicial,Dra. Fontes,diligência externa necessária,,S
1828,1024421-54.2022.9.20.2563,2020-05-17,réplica,Dr. Melo,diligência externa necessária,,S
1829,8986773-71.2022.6.45.5854,22/01/23,sentença,Dr. Barros,documentos pendentes de entrega pelo cliente,,sim
1830,3260101-88.2022.8.37.9169,26/06/21,despacho,Dr. Barros,,1 de julho de 2026,S
1831,2575202-50.2023.1.54.9627,29/12/21,audiência de instrução,Dra. Fontes,audiência marcada para 14/06/2026,20/12/26,sim
1832,5753123-52.2021.4.48.4042,2 de fevereiro de 2023,memoriais,Dra. Fontes,audiência marcada para 2026-11-02,,
1833,9835331-11.2022.6.15.8602,15 de setembro de 2023,despacho,Dra Fontes,,,N
1834,8381610-96.2020.6.26.2533,20/10/2021,petição inicial,Dra Fontes,juntada de documentos realizada,,0
1835,7633905-83.2022.9.95.2309,01/09/20,sentença,DRA. CAVALCANTE,juntada de documentos realizada,2026-08-27,0
1836,7813974-60.2021.1.81.1542,29/03/2020,memoriais,Dra Fontes,documentos pendentes de entrega pelo cliente,,1
1837,5966644-82.2023.4.88.9951,22/06/2020,agravo regimental,Dra. Cavalcante,,,S
1838,5788467-41.2023.8.93.8134,16/09/25,memoriais,Dr. Barros,documentos pendentes de entrega pelo cliente,10/05/26,sim
1839,4865461-96.2025.2.64.9143,30 de junho de 2024,réplica,Dr. Barros,documentos pendentes de entrega pelo cliente,,N
1840,4681694-71.2021.9.28.7350,2025-11-15,habilitação,Dra. Fontes,diligência externa necessária,,0
1841,4938178-62.2020.7.27.6072,6 de setembro de 2020,agravo regimental,Dra. Fontes,audiência marcada para 06/09/2026,2026-07-21,0
1842,5432782-56.2021.2.97.6240,2025-08-21,audiência de instrução,Dr. Barros,audiência marcada para 2026-04-05,17 de abril de 2026,não
1843,8097721-13.2023.1.47.8354,9 de janeiro de 2025,audiência de instrução,DRA. CAVALCANTE,audiência marcada para 20/08/26,26 de novembro de 2026,sim
1844,2869625-86.2025.7.14.5837,3 de outubro de 2024,intimação,Dra. Cavalcante,documentos pendentes de entrega pelo cliente,,não
1845,3346094-93.2020.2.94.1759,2025-10-27,memoriais,Dra. Cavalcante,audiência marcada para 16 de novembro de 2026,,não
1846,7999133-20.2023.7.26.1121,2021-08-15,embargos de declaração,Dra Fontes,diligência externa necessária,,0
1847,1966014-66.2022.7.82.2137,15/07/21,habilitação,Dra. Fontes,aguardando manifestação da parte contrária,,N
1848,4202942-75.2025.6.91.7611,2 de junho de 2024,réplica,Dra. Fontes,aguardando manifestação da parte contrária,,0
1849,5518767-82.2023.4.96.9873,13/03/24,citação,DRA. CAVALCANTE,Prazo fatal: 2026-10-13,,S
1850,8368372-34.2020.6.43.9691,03/11/2025,despacho,Dra Fontes,audiência marcada para 30/10/2026,2026-03-02,
1851,6096719-87.2023.1.41.6180,9 de novembro de 2022,memoriais,DRA. CAVALCANTE,Prazo fatal: 07/04/2026,23 de abril de 2026,0
1852,7687351-51.2022.6.73.6768,2024-11-23,sentença,Dr. Melo,,,S
1853,7544569-30.2022.4.91.9370,11/09/2020,citação,Dra Fontes,prazo para recurso: 29 dias úteis a contar da intimação,14 de junho de 2026,S
1854,7687292-20.2021.4.85.7539,2023-10-31,habilitação,dr. melo,Prazo fatal: 02/04/2026,2026-01-09,0
1855,9408522-77.2021.3.36.8376,26/08/2022,embargos de declaração,Dr. Melo,juntada de documentos realizada,,sim
1856,2016341-89.2023.7.48.2724,10/07/2020,citação,Dr. Barros,Prazo fatal: 6 de abril de 2026,,
1857,7724543-49.2023.9.44.7412,2025-03-04,laudo pericial,Dra. Cavalcante,aguardando manifestação da parte contrária,,N
1858,8892606-62.2022.2.87.2168,07/07/2023,réplica,Dra Fontes,Prazo fatal: 12 de maio de 2026,,
1859,1778149-24.2023.1.86.3557,13/03/2019,petição inicial,Dr. Melo,audiência marcada para 2026-12-19,22 de agosto de 2026,N
1860,5483975-50.2024.8.92.4422,13/02/2021,despacho,Dra Fontes,Prazo fatal: 09/08/2026,,S
1861,6036037-32.2025.3.53.7515,2020-07-14,petição inicial,dr. melo,,,N
1862,3260101-88.2022.8.37.9169,20/03/2022,réplica,Dra Fontes,documentos pendentes de entrega pelo cliente,,1
1863,2292432-35.2025.5.83.7063,12 de janeiro de 2022,audiência de instrução,Dr. Melo,prazo para recurso: 17 dias úteis a contar da intimação,22 de março de 2026,sim
1864,1185885-59.2023.7.19.8433,1 de maio de 2019,intimação,Dr. Barros,juntada de documentos realizada,2026-12-20,S
1865,3542616-60.2022.3.87.6536,23/02/2019,recurso de apelação,Dr. Melo,audiência marcada para 02/10/26,9 de outubro de 2026,
1866,3242098-97.2025.4.44.9916,08/01/2025,laudo pericial,Dra. Cavalcante,documentos pendentes de entrega pelo cliente,,0
1867,4563779-48.2023.2.87.9606,8 de junho de 2024,laudo pericial,Dra. Cavalcante,Prazo fatal: 2026-11-10,,N
1868,6694761-39.2022.1.10.2199,20/02/2021,memoriais,Dr. Melo,,,1
1869,6935346-77.2024.3.52.9529,30/12/19,réplica,Dra. Cavalcante,diligência externa necessária,8 de novembro de 2026,S
1870,2411026-52.2022.6.26.7373,28/03/20,agravo regimental,Dr. Barros,prazo para recurso: 8 dias úteis a contar da intimação,,sim
1871,9214397-26.2023.4.18.6844,01/12/2022,intimação,Dra Fontes,diligência externa necessária,,
1872,8062805-72.2022.1.22.8771,12/03/2020,réplica,Dr. Barros,documentos pendentes de entrega pelo cliente,,1
1873,7979033-26.2021.6.18.1084,2023-08-19,réplica,Dra. Cavalcante,aguardando manifestação da parte contrária,,
1874,6663627-76.2023.9.26.5770,17/04/2020,audiência de instrução,dr. melo,juntada de documentos realizada,,N
1875,9970343-38.2020.5.18.4483,2022-05-12,habilitação,Dr. Melo,juntada de documentos realizada,,
1876,9636371-69.2025.8.67.4068,13/02/22,despacho,dr. melo,aguardando manifestação da parte contrária,10/10/26,não
1877,4584224-94.2025.2.57.2511,29 de agosto de 2020,despacho,Dr. Melo,juntada de documentos realizada,,
1878,1742202-63.2023.6.68.9372,2026-04-17,petição inicial,Dra Fontes,aguardando manifestação da parte contrária,7 de novembro de 2026,S
1879,4134515-43.2021.8.70.4879,30 de setembro de 2024,contestação,Dr. Barros,juntada de documentos realizada,27/07/26,não
1880,5462435-11.2024.9.85.2977,29 de outubro de 2024,citação,Dr. Barros,aguardando manifestação da parte contrária,20/01/2026,1
1881,7224257-29.2020.8.88.9110,17/01/21,petição inicial,Dr. Barros,diligência externa necessária,,
1882,4180949-86.2020.3.26.7593,14/11/25,réplica,Dra Fontes,aguardando manifestação da parte contrária,,1
1883,4090182-95.2021.1.57.7189,10/04/24,intimação,Dra. Fontes,aguardando manifestação da parte contrária,,
1884,6075721-43.2020.9.85.8738,2022-04-01,contestação,Dr. Barros,juntada de documentos realizada,,S
1885,7065068-16.2021.7.14.6489,2024-06-04,acordo extrajudicial,Dr. Barros,documentos pendentes de entrega pelo cliente,,N
1886,5159882-37.2022.9.71.7550,25/12/21,sentença,Dra. Fontes,prazo para recurso: 22 dias úteis a contar da intimação,02/04/2026,sim
1887,9076234-78.2023.3.90.2702,04/08/24,petição inicial,Dra. Fontes,,,0
1888,4131852-60.2020.1.89.9739,23/05/25,audiência de instrução,dr. melo,juntada de documentos realizada,,S
1889,8892606-62.2022.2.87.2168,5 de maio de 2025,recurso de apelação,Dra Fontes,,,
1890,2267110-24.2021.5.78.6025,27/09/20,audiência de instrução,Dra. Fontes,documentos pendentes de entrega pelo cliente,,sim
1891,1185885-59.2023.7.19.8433,27/02/2024,intimação,Dr. Barros,documentos pendentes de entrega pelo cliente,,sim
1892,1974389-81.2024.5.57.9354,2024-07-24,audiência de instrução,dr. melo,diligência externa necessária,,não
1893,8286382-50.2025.4.53.4414,09/05/2022,laudo pericial,Dr. Barros,aguardando manifestação da parte contrária,2026-12-01,S
1894,6445422-21.2020.5.39.8096,16/11/21,contestação,DRA. CAVALCANTE,juntada de documentos realizada,,N
1895,5058333-37.2021.3.98.8848,28/05/25,agravo regimental,Dra Fontes,,,S
1896,4131852-60.2020.1.89.9739,8 de março de 2020,intimação,DRA. CAVALCANTE,diligência externa necessária,2026-06-16,não
1897,5991409-16.2021.8.44.1303,23/09/2020,audiência de instrução,DRA. CAVALCANTE,diligência externa necessária,,
1898,1093623-59.2025.7.92.5441,17/11/20,laudo pericial,Dra Fontes,audiência marcada para 2026-10-17,,
1899,2554938-48.2024.1.13.4544,2026-01-05,citação,Dra. Cavalcante,Prazo fatal: 23 de setembro de 2026,18/01/26,sim
1900,1185885-59.2023.7.19.8433,2022-09-01,embargos de declaração,Dr. Melo,documentos pendentes de entrega pelo cliente,,
1901,7765112-69.2024.9.62.5648,28/05/2025,petição inicial,Dra. Cavalcante,,17 de março de 2026,N
1902,1024421-54.2022.9.20.2563,2024-09-19,memoriais,dr. melo,prazo para recurso: 28 dias úteis a contar da intimação,,não
1903,3724721-44.2021.9.75.5553,2026-03-14,contestação,Dr. Barros,,,
1904,1614850-25.2020.8.85.3161,03/02/24,despacho,Dr. Melo,,,sim
1905,5700249-43.2020.5.57.9341,20/05/20,memoriais,Dra Fontes,prazo para recurso: 20 dias úteis a contar da intimação,,sim
1906,8588997-88.2020.6.29.5987,28/09/19,acordo extrajudicial,Dr. Barros,aguardando manifestação da parte contrária,,não
1907,6404948-40.2021.7.68.7161,10/11/22,petição inicial,dr. melo,aguardando manifestação da parte contrária,,
1908,1714231-74.2025.9.71.1697,13/04/24,recurso de apelação,Dr. Barros,prazo para recurso: 8 dias úteis a contar da intimação,,
1909,3542616-60.2022.3.87.6536,2023-11-09,acordo extrajudicial,Dra. Fontes,aguardando manifestação da parte contrária,08/04/26,sim
